matrix.ncol...1..nrow...0.,dura_clus$cluster,pace_clus$cluster,sect_clus$cluster,loud_clus$cluster,pitches_clus$cluster,timbre_clus$cluster
TRAPLMD128F932FF43,1,2,1,3,3,2
TRAPMRB128E078E21E,2,3,3,2,2,3
TRAPMRV128F92F5F4C,2,3,3,2,1,2
TRAPMTM128F425B4E5,1,3,1,3,1,2
TRAPMTY128F1459DA1,2,2,3,3,1,2
TRAPMYO128F14903F5,1,2,3,3,1,1
TRAPNII12903CEA4F8,1,3,2,1,1,2
TRAPNOO128F423660C,1,3,2,3,3,2
TRAPNQZ128F145B04E,2,3,1,3,1,2
TRAPNYN128F4277985,2,3,1,1,3,2
TRAPOEA12903CDBB5F,2,2,1,2,1,3
TRAPOYU128F42644C3,1,3,1,2,3,3
TRAPPUJ128F931B3D1,1,3,2,2,1,1
TRAPPUN128F429400B,1,3,1,3,3,2
TRAPQBU128F934C32D,1,2,1,3,1,2
TRAPQLQ128F92DA284,2,2,1,3,1,3
TRAPQNA128F93000EB,2,3,1,3,1,3
TRAPQQI128F1460D64,1,3,1,1,1,2
TRAPQYF128F14B1051,2,3,3,3,3,2
TRAPQZO12903CFA319,2,3,1,1,3,2
TRAPREX128F145DAD0,2,3,3,3,1,2
TRAPRQZ128F427E188,1,3,2,2,2,1
TRAPSHW128F14560A6,2,3,3,2,1,2
TRAPSJN128F422AF18,1,2,1,3,3,2
TRAPSMF12903CD05E7,1,3,2,3,2,2
TRAPSZU128E0785BD2,2,2,1,3,2,3
TRAPTHJ128F92C70D6,2,1,3,2,2,1
TRAPTRH128F4271659,1,3,2,3,1,2
TRAPUFL128F425A8F9,2,2,1,3,2,1
TRAPVBP128F9308A86,1,3,1,3,2,2
TRAPVDC128F422C711,2,3,2,1,1,2
TRAPVFO128F9347D5B,2,3,3,1,1,3
TRAPVGB128F42725AF,1,3,3,3,1,2
TRAPVRU128F9302300,1,2,1,2,1,1
TRAPVXU128F149E7CD,1,3,2,3,1,2
TRAPVYD12903CE0269,1,3,2,3,1,2
TRAPYCR128F4289604,1,3,3,1,1,3
TRAPYML128F423DF98,2,3,3,2,1,2
TRAPZJQ128F428A022,2,3,1,1,3,2
TRAPZLI128F92DB0CD,2,2,1,3,3,1
TRAPZQI128F428CF18,1,3,3,1,3,2
TRAPZYB128F9309217,1,3,1,2,2,3
TRAPZZJ12903CC5190,1,2,2,3,2,3
TRAQACB128F4263F7B,2,3,1,3,3,3
TRAQAIW12903C9B61E,1,3,1,3,1,2
TRAQAMG128F934AED9,2,3,3,1,1,2
TRAQBRP128F92DFCEF,1,2,2,3,3,3
TRAQBVO128F425D1F9,1,2,2,3,1,3
TRAQCFH128F92FE30F,1,3,1,1,3,2
TRAQCXM128F4230BAD,1,3,3,3,1,3
TRAQDBO128F92ED2AC,1,2,1,1,1,2
TRAQDSN128F42934A2,1,2,2,3,2,2
TRAQDYJ128F14989F8,2,2,3,2,1,2
TRAQDZZ128F42AF66A,1,3,1,1,1,2
TRAQEKD128F425293D,1,3,1,1,2,3
TRAQEOG128F9353981,1,3,1,2,2,1
TRAQEOP12903CA65E2,2,3,1,2,2,3
TRAQEUQ128F425282E,1,3,1,1,3,2
TRAQEVV128EF34E413,2,2,3,3,3,2
TRAQGLM128EF356DEA,1,2,1,3,2,2
TRAQGMY128F425A2F5,1,3,2,3,2,3
TRAQGNV128C7196894,1,2,2,1,2,3
TRAQHCG128E07951DA,1,2,1,3,3,2
TRAQHHV128F92E0787,1,3,1,1,3,3
TRAQHWF128F146FF11,1,3,3,3,1,2
TRAQIQP128E079505F,1,2,1,3,1,3
TRAQITZ128F4265E0E,2,3,3,3,2,2
TRAQJFK128F428508A,2,2,3,2,2,3
TRAQJMP128F92E3821,2,2,1,3,1,3
TRAQJOE128F92F1D58,2,3,3,3,3,2
TRAQKPR128F427DDF8,1,3,2,3,1,3
TRAQKVC128F425E65C,2,2,3,2,1,3
TRAQLIE128F931C3F3,2,3,3,3,1,2
TRAQLOD128F145EC9D,1,2,1,3,2,2
TRAQMNB12903CDD58F,2,3,1,3,3,2
TRAQMWP12903CAC06F,1,2,1,3,2,3
TRAQNEC128F14ADF01,1,2,1,2,1,2
TRAQNMM12903D00407,3,2,2,3,3,1
TRAQOXO128F42636BD,1,2,2,2,2,3
TRAQPFR12903CC26CF,2,2,3,2,2,3
TRAQPHD128F4226E5E,1,2,1,2,2,2
TRAQPKX128F428146D,1,3,1,1,1,3
TRAQQHJ128F9345DC3,2,3,1,1,1,2
TRAQQOG128F934B0A1,3,3,2,2,1,2
TRAQQUC128F9314732,1,3,1,3,2,2
TRAQQVR128F4255A3A,2,3,3,2,1,3
TRAQRFD128F9322DE6,2,2,3,1,3,2
TRAQRFN128F93071EA,2,2,1,3,1,2
TRAQRRD128F425F8E7,2,3,3,3,2,3
TRAQSEG128F9327EB9,1,2,2,1,2,3
TRAQSPU128F422146B,2,3,1,3,3,2
TRAQSWI128F9343039,1,3,2,2,2,3
TRAQTBF12903CCC1B7,2,3,3,3,3,2
TRAQTKV128F427BFA5,1,3,1,3,3,2
TRAQTOS128F428E94B,3,3,2,1,1,2
TRAQTRL128F428C2AF,1,2,1,3,1,3
TRAQTYT12903D134AC,2,2,3,3,2,3
TRAQUWF128E07924E4,1,2,1,3,1,3
TRAQVDI128F42969C8,1,2,2,3,1,3
TRAQVJM128F9310F20,3,2,2,3,1,1
TRAQVOG128F9340E58,2,3,1,2,1,1
TRAQVUG128F4286DE3,1,3,1,1,3,3
TRAQXJY12903CF3A0E,1,3,1,2,1,3
TRAQXKZ128F429D175,2,3,1,3,2,3
TRAQYFL12903D138CF,2,2,1,3,1,3
TRAQYOC128F9341CDC,1,2,1,1,3,3
TRAQYUA128F428742F,1,2,1,2,2,1
TRAQYXL128F425EA21,3,2,2,1,2,3
TRAQYZI128F4273CF3,2,3,3,3,2,2
TRAQYZO128F930BC98,2,3,1,1,1,2
TRAQZPC12903CDE0D5,2,2,1,3,1,3
TRAQZWH128F934B093,2,3,3,1,3,2
TRARANL128F1478789,2,3,1,1,3,2
TRARAZI128F427F3B4,2,3,2,3,2,3
TRARBBK128F427ED68,1,1,1,3,2,2
TRARBFC128EF3500F8,2,3,3,1,3,2
TRARBGM12903CC5026,3,2,2,2,1,3
TRARBJW128E0788A1A,1,3,1,3,3,2
TRARBVD128F4239284,1,3,1,2,1,3
TRARBYC128F92CEF3C,2,3,1,3,1,3
TRARCNN12903CD5262,2,3,3,3,1,1
TRARCNT12903CC4767,2,2,3,1,3,2
TRARDJY128F14750EA,3,2,1,2,2,1
TRARDUI12903CBF6B6,1,2,1,2,1,3
TRAREDZ12903CFB6E3,1,3,1,3,1,2
TRAREGG128F425A5D8,1,1,1,2,2,3
TRARFAZ128F93481AD,1,3,2,3,1,2
TRARFKP12903CF5DF1,1,2,1,1,3,2
TRARFQL128F931E523,1,3,1,2,1,1
TRARFQY12903CA07B6,2,2,1,3,1,3
TRARFXI128F1468CE3,3,2,2,2,1,2
TRARHCB128F148D1B0,2,3,3,3,3,2
TRARHFF128F933D378,2,3,3,3,3,2
TRARIIY128F147187D,1,3,1,2,3,2
TRARIMP128F933D217,1,2,2,1,1,2
TRARINE128F4280B9C,1,3,2,1,2,2
TRARIRG128F147FC96,2,2,3,2,1,3
TRARIZK128F92FF27A,2,2,1,3,1,1
TRARJEK128F930B3AA,1,2,2,3,1,2
TRARJPL128F931C7D2,1,3,1,3,1,2
TRARKEH128F1463CB2,1,2,2,3,1,3
TRARKGW128F92EB8F9,1,3,1,1,1,2
TRARKRC128E0791D82,3,3,1,2,2,2
TRARLGD128F93119C1,1,3,1,1,1,2
TRARLTG12903CF06FD,2,3,1,3,2,3
TRARMHA128F92E7D32,2,3,3,3,1,2
TRARMLZ128F9330684,1,2,2,2,2,1
TRARMUI128F147162F,2,3,1,3,3,2
TRARMUZ128F14AA0EA,2,2,3,3,1,2
TRARMWA128F424147D,2,2,1,3,3,2
TRARMYQ128F149F18A,1,3,1,2,2,3
TRARNZA128F424EC6A,1,3,1,1,1,3
TRARODV128F1460DBC,1,3,1,3,1,3
TRAROPS128F92F09A5,2,3,1,1,2,3
TRAROQC128F4273979,1,2,3,2,1,2
TRARPCK128F92FEA7F,3,3,2,3,2,3
TRARPGY128F425D48D,2,3,3,3,2,1
TRARPTJ12903CE2898,1,2,1,3,1,3
TRARPZT128F932AD66,2,2,1,2,2,3
TRARQSD128F427E2AA,1,2,1,1,2,3
TRARQWJ128F92E9CCA,1,3,1,1,1,3
TRARRJL128F92DED0E,1,2,1,2,2,1
TRARRQO128F427B5F5,1,3,3,1,3,2
TRARRWA128F42A0195,2,2,3,1,3,2
TRARRZU128F4253CA2,2,2,3,3,1,2
TRARSAM128F4256E04,2,3,3,1,2,3
TRARSAW12903C9EDEB,1,3,1,3,1,2
TRARSKA128F9336A04,3,2,2,3,3,3
TRARSZV12903CDB2DE,2,2,3,3,2,2
TRARTBH128F93087A4,2,3,1,3,2,3
TRARTJL128F92CB44B,1,3,1,3,1,2
TRARTSA128F4291550,1,2,2,3,2,2
TRARUOP12903CF2384,1,2,1,3,1,2
TRARURM128F931A91B,1,2,1,3,2,1
TRARUTP128E0797FC7,2,2,1,2,1,3
TRARVZG128F1497359,1,3,2,3,3,3
TRARWLR128F4256B07,2,2,1,2,2,2
TRARXIT128F423DC97,3,2,2,3,3,2
TRARXMV128F92F59C8,1,3,1,3,3,3
TRARXVP12903CF39FE,1,3,2,3,1,3
TRARYCL128F1456224,1,2,2,3,2,3
TRASAEN128F4266178,2,2,3,3,1,2
TRASAIH128F931F567,2,3,3,1,3,2
TRASAQI128F426EEA3,1,3,2,3,2,2
TRASARO128F145E40F,2,2,3,3,2,2
TRASBZK128F42692CA,1,2,1,3,2,2
TRASCAU128E078FB37,1,2,1,1,1,3
TRASCMB128F422B871,2,3,1,3,1,2
TRASCWR12903CCC575,3,3,2,3,1,3
TRASDGG128F933EDE2,2,3,3,3,3,2
TRASDRJ128F428B1A7,2,2,1,3,2,3
TRASDYA128F425E84F,2,2,1,2,1,3
TRASGGA128F92E8BF8,2,2,3,3,2,1
TRASGKM128F42644C5,2,3,3,2,1,2
TRASGLA128F147F4F6,1,2,2,2,2,3
TRASGLV128F42390CA,1,2,1,1,3,2
TRASGMH128F14B04A3,2,3,3,3,1,3
TRASGOE128F42328B4,1,2,3,2,1,3
TRASHSN12903CA9E34,1,2,1,2,1,3
TRASIKP128F423EED7,1,3,1,3,3,1
TRASIKR128F9308AD7,1,2,2,2,1,3
TRASIVA128F933DB52,2,1,1,3,2,2
TRASIWA12903CFFC4D,2,2,1,3,1,3
TRASJIY128F149998B,1,3,1,3,1,1
TRASJRH12903CF2689,1,2,2,2,3,1
TRASKII128F92FA33E,1,3,1,1,3,2
TRASKUE128F1478ECF,2,3,1,3,2,2
TRASLHI128EF343C84,2,2,1,3,3,2
TRASLVK128F935046C,1,2,2,1,1,2
TRASLVU128F933B160,2,3,3,3,1,2
TRASMER128F4272C1D,2,3,3,3,3,2
TRASMWP128F92CE9CE,2,3,1,3,2,2
TRASNDM128F92E17E7,1,2,1,2,2,3
TRASODE128F930F19A,2,3,1,3,2,3
TRASOQC12903CFFED7,1,3,2,3,3,2
TRASPAS128E078DFB3,1,3,2,2,1,1
TRASPZQ128F933BBDA,1,3,1,3,1,3
TRASQCW12903CA07D9,1,2,2,3,2,3
TRASQIB128F426693D,1,2,3,2,1,2
TRASRBB128F42AFD5C,1,2,1,3,2,3
TRASSXN128F4261DF1,2,3,3,1,3,2
TRASSZI128F146EC5F,1,2,3,3,1,3
TRASSZL128F428FA5D,1,2,1,3,3,2
TRASTBU12903CC3EA8,1,3,2,3,1,1
TRASTOM12903CBE8A6,1,3,1,3,2,3
TRASTZY128F145B055,2,2,1,3,1,2
TRASUJK128E0789C12,1,2,1,3,1,2
TRASVNS128E07855BF,1,3,1,2,2,3
TRASVXI12903CF98CD,1,2,2,3,2,3
TRASWIV128E0788A84,1,3,1,3,3,2
TRASWKJ128E0792FE7,2,2,3,3,3,2
TRASWSO12903CBE857,3,3,2,2,1,1
TRASWVM12903CA5601,2,2,1,3,1,3
TRASXHB128F933D3BD,2,3,1,3,3,2
TRASXSI128F9345EA2,2,3,3,1,3,2
TRASXYB128F428DFF3,1,2,2,3,1,1
TRASXZE128F427F156,1,2,3,3,2,3
TRASYIH12903D08529,1,2,1,3,1,2
TRASYQQ128F425092B,3,3,2,3,1,2
TRASYSY128F92F39F5,2,3,3,3,3,2
TRASYVP12903D09590,1,3,1,1,2,3
TRASYWM128F14804A5,2,3,1,3,3,2
TRASZQB12903CAAE1B,1,2,1,3,2,3
TRASZSF128F428B8F3,2,2,2,3,2,2
TRATAIB128F92E81CB,3,3,2,1,3,2
TRATBGP128F1482545,2,3,3,3,1,3
TRATBNG128F92CADA8,1,3,1,3,1,2
TRATBVA128F9312ACC,1,2,1,3,1,3
TRATBWX128F427D343,2,3,3,1,3,2
TRATCAZ128F4284985,1,1,1,2,2,1
TRATCLI128F422BCF8,1,3,1,2,2,3
TRATCOE128F145F694,1,1,1,3,2,2
TRATCUY128F9308A38,1,3,2,1,1,2
TRATDDF128F4294E6A,1,3,1,2,2,3
TRATDDM128F93417AF,2,2,3,1,1,3
TRATDIZ128F4242796,1,3,1,2,1,3
TRATDLH128F93384B0,2,3,1,1,2,3
TRATESL128F92F12DF,2,3,3,3,2,3
TRATFEN128F14A3A6E,1,3,1,3,1,3
TRATGQO128F421B850,1,3,2,1,3,2
TRATGTP128F427021D,2,2,1,2,1,2
TRATHFM128F148ADD4,1,2,1,3,1,3
TRATHTH128F42BC347,2,2,1,2,2,3
TRATHVA128F9322A79,1,2,3,3,2,2
TRATIRE128F42A667F,1,3,1,3,1,2
TRATIUD128F930620F,3,3,1,3,1,2
TRATJSR128F4266791,1,2,3,2,1,3
TRATJXC128F93124CE,1,3,1,2,2,1
TRATKAA128F426E8A0,1,2,1,3,2,3
TRATKXV128F92D0480,2,3,3,3,1,2
TRATLOJ128F9308ABB,2,2,1,3,2,3
TRATMAL128F427EC8D,2,2,1,1,1,3
TRATMDD12903D11C7A,2,2,3,3,2,2
TRATMFC12903CC8D96,1,3,2,3,1,3
TRATNHC12903CFA949,2,2,1,3,2,3
TRATNKU128F92F60C1,2,2,1,2,2,1
TRATNMX128F427C2FC,1,2,2,1,3,3
TRATOHC128EF3460DA,1,2,2,3,2,2
TRATQDK128F1489B3E,1,2,1,3,1,2
TRATQSL128F932E2ED,1,3,2,3,2,2
TRATQUI128F9347C68,2,3,1,3,1,2
TRATRMZ128F42A9AAC,3,3,2,1,3,2
TRATTAF128F147CA09,1,2,1,2,2,3
TRATTNI128E0799697,1,2,2,2,2,3
TRATUPO128F9305A5C,2,3,1,3,1,3
TRATUQR128F422F34D,1,2,1,3,3,2
TRATWUD128F9309671,1,2,3,2,2,3
TRATWYC12903CE60D6,1,2,1,2,1,3
TRATXSW128F4243364,2,3,3,3,3,2
TRATYJI128F4255D27,2,2,1,3,1,3
TRATZQS128F1467D4B,2,2,3,3,1,3
TRAUBMP128F9307E1C,1,3,1,3,3,2
TRAUCRP128F931364D,2,2,1,1,3,2
TRAUCZX128F149D9AE,2,2,1,2,1,2
TRAUDRC128F148D15E,1,3,2,3,2,3
TRAUEIZ128F14AE167,1,2,1,2,1,2
TRAUEWN128F932C32C,2,3,3,3,1,1
TRAUEYX12903CEAF48,1,3,1,2,1,3
TRAUFDN128E07926A5,1,3,1,3,1,2
TRAUFZY12903CD738A,1,3,1,1,2,2
TRAUGLZ128F14AE500,2,2,1,3,2,3
TRAUGQI128F4295BD1,2,3,3,3,1,3
TRAUGRD128F425E997,2,3,1,3,2,3
TRAUGYG128F428A174,2,3,3,1,3,2
TRAUHXR12903CBDFE4,3,3,2,3,1,2
TRAUIBK128F9345A79,2,3,3,3,3,2
TRAUIHC128F427EEF9,1,2,1,3,2,2
TRAUIMO128F147C31C,1,3,1,2,2,3
TRAUJLJ128E0784E7C,1,2,1,3,3,3
TRAUJOU128F9325DE7,1,3,1,2,1,1
TRAUJPQ128F930D4C5,1,3,2,1,1,2
TRAUJTZ12903CF7BB4,2,3,1,3,1,2
TRAUJVM128F422C5A2,2,2,3,2,3,3
TRAUKJZ128F9335412,2,2,1,1,1,2
TRAULEG128F92F035B,1,3,1,1,3,2
TRAULGT12903D10B94,2,1,1,3,1,1
TRAULJK128F4294B58,1,2,3,2,2,2
TRAUMIX12903CE640C,1,1,3,3,3,3
TRAUMMP12903C9D5C4,2,3,3,3,2,2
TRAUMNH128F92FB67F,1,2,1,3,1,2
TRAUNEL128F1467D5C,2,2,3,3,1,2
TRAUNNH12903CB038C,1,2,2,1,3,2
TRAUNPM12903CB7CCC,1,2,1,3,2,2
TRAUOAA128F4245ECF,1,3,1,3,3,2
TRAUODU128F9307467,1,3,1,3,3,2
TRAUONA128F4255A38,2,2,1,3,1,1
TRAUOPA128F93537F2,1,2,3,3,1,1
TRAUOPE128EF367610,2,2,3,1,1,3
TRAUORF128F424D160,1,2,1,1,3,3
TRAUOUZ128E078F8BB,2,2,1,3,3,3
TRAUOXB128F146573B,2,2,3,2,2,1
TRAUPSV128F427B621,2,3,1,3,3,2
TRAUQAM128F9340CFE,2,3,1,3,2,2
TRAUQFT128F4270904,2,2,3,3,2,1
TRAUQUO128F92F8340,2,2,1,1,1,2
TRAURGF128F427E9B5,1,2,3,3,2,1
TRAURHK12903CA60F8,1,3,1,3,2,3
TRAURRO128F1489B2C,2,3,3,1,3,2
TRAURRP128F4261B94,1,2,1,3,1,3
TRAUSBV128F9344D08,2,2,1,1,2,2
TRAUSFP128F42A6BEE,2,3,3,3,1,1
TRAUSHD128E0795347,1,2,1,3,2,2
TRAUSKE128F930FB12,1,2,1,3,1,2
TRAUSOM128F9337BC3,2,3,1,3,2,3
TRAUSYQ12903CE5242,1,2,1,3,1,2
TRAUTCA128F429B624,1,3,1,2,1,3
TRAUTPD128F92F1376,1,2,1,1,3,2
TRAUTSN128F14ADD4A,2,2,1,3,2,2
TRAUTTP128F425BDEB,1,2,2,2,1,1
TRAUTXO128F4263C8E,2,2,3,3,2,3
TRAUUIF128F93232FE,1,3,1,1,3,2
TRAUVAQ128F92DC677,2,3,1,3,2,3
TRAUVGG128F9324DAC,2,2,1,2,2,3
TRAUVSF128F14A0B6F,3,3,1,1,3,1
TRAUVTO128F4297AA2,2,2,1,3,2,3
TRAUVUF128F148D1AA,2,2,3,3,3,2
TRAUVVR128F425A925,1,2,2,3,1,2
TRAUWFN128F1462E09,2,2,1,3,2,2
TRAUWQL128F424696E,3,3,2,3,1,2
TRAUWRW128F9358C69,1,2,1,2,1,1
TRAUWWP12903CC79CB,1,3,2,3,3,2
TRAUXEL128F42683D5,1,2,2,3,3,2
TRAUXSK128F427C58D,1,3,2,2,3,3
TRAUXSO128F42B863C,2,2,3,3,1,2
TRAUYLT128F427538E,1,3,1,3,1,2
TRAUYOD128F42647FE,1,3,1,2,1,3
TRAUYZG12903CDA4E9,3,2,2,2,2,3
TRAUZFY128F42BCE57,1,2,2,3,2,2
TRAUZTR128F9351D2A,2,3,1,2,1,3
TRAUZVU12903CC050D,2,2,3,2,2,3
TRAVANT128F92E3F71,1,2,3,3,3,3
TRAVBAH128F9305DFC,1,3,1,3,1,2
TRAVBCR128F933AE8E,2,2,3,3,3,2
TRAVCNA128F930975C,1,2,2,3,3,2
TRAVDBI12903D105BB,1,1,1,2,2,1
TRAVDDJ128F92EF09C,2,2,1,1,2,2
TRAVDGG128F92E389A,2,2,1,3,2,3
TRAVDQQ128F421B864,1,3,2,3,3,2
TRAVELY128F42606F8,2,2,3,2,2,1
TRAVFEW128F92E2B47,2,3,1,1,3,2
TRAVFPH128F42621EE,3,3,1,3,1,2
TRAVFSW128F145C1D2,1,2,1,2,1,1
TRAVGFT128F424278B,2,2,1,3,3,2
TRAVGKM128F92C58B4,2,2,1,2,2,1
TRAVGLC128F931535B,2,2,3,2,2,3
TRAVGNH128F428CBA9,1,3,1,1,1,2
TRAVGZS128F9338603,2,2,3,3,2,3
TRAVHCL128F93015C4,2,3,1,1,3,2
TRAVHIA128F1494B0C,2,3,1,3,2,3
TRAVHLR128F146B476,1,2,1,1,2,3
TRAVJDB128F93305EB,1,2,3,3,1,3
TRAVJRC128F425D474,2,3,1,3,2,3
TRAVKGM12903CA66FB,2,3,2,3,2,2
TRAVKJJ128F424DA32,1,3,2,2,2,1
TRAVKSX128F92EF211,2,2,1,1,2,3
TRAVLKA128F428BBD3,3,3,2,3,3,2
TRAVLNW128F4272F05,1,2,1,3,1,2
TRAVLWL128F424EF6A,2,3,3,3,1,2
TRAVLXZ128F42A22E4,2,2,1,3,2,2
TRAVMXD12903CBBD0B,3,2,2,2,2,3
TRAVMZX128F14AB117,1,3,3,3,2,2
TRAVOHH128F4247EF9,2,3,1,3,1,2
TRAVOLQ128F9322DB4,2,2,3,3,3,2
TRAVPHL128F424EAE1,2,3,1,1,3,2
TRAVQBP128F145BB9B,2,2,3,2,1,3
TRAVQPL128F9308D97,1,3,2,3,1,2
TRAVQZF128F92F3CE3,1,3,2,3,3,2
TRAVRJA128F9329C4C,2,2,3,1,1,2
TRAVROF128F421AC2D,1,2,1,2,2,3
TRAVRPL128F145E874,1,2,1,2,3,2
TRAVSQE12903CB6879,2,2,1,1,2,2
TRAVTEH128E07953EA,1,3,2,3,1,2
TRAVTUD128F93094F2,2,2,2,3,2,3
TRAVUAJ128E078EDA2,1,2,2,3,1,2
TRAVUOI128F424142F,1,2,2,1,3,2
TRAVVBW128F42819B2,3,3,2,2,1,3
TRAVVEB128F934DD34,2,2,1,3,3,3
TRAVWTN128F425D2D5,1,3,2,3,1,2
TRAVWYR128F92DED0F,1,2,1,3,1,2
TRAVWZA128F931F36E,1,2,3,3,2,3
TRAVXBL128F42BB389,2,2,1,3,1,2
TRAVXII128F92FCC6D,1,2,1,3,1,3
TRAVXUN12903CAC564,2,3,3,3,2,3
TRAVYHI12903CB95EC,1,2,1,3,1,3
TRAVYIU128F42625E1,2,3,3,1,3,2
TRAVYVD128F4237876,1,3,1,3,1,3
TRAVYXL128EF34722F,1,2,1,1,1,3
TRAVZDX128F92ECF9B,2,2,1,2,2,3
TRAVZWX128F92EC110,1,2,1,2,1,3
TRAWABF128F92EC63A,3,2,1,2,1,1
TRAWAXV128F92E075C,3,2,2,3,3,2
TRAWBBO128F92D15E1,2,2,1,3,2,2
TRAWBOE128F92F2F46,1,2,3,2,2,2
TRAWBVQ128F149ADFD,1,3,1,1,3,2
TRAWBWG128F1462C30,3,3,2,3,1,1
TRAWCGS128F934BE2F,2,3,3,1,3,2
TRAWCIS128F428CFD1,2,3,3,1,3,2
TRAWCJY128F146A1D5,1,3,1,3,1,2
TRAWCQE128F14676AC,3,3,2,2,2,3
TRAWDLK128EF342E1E,2,2,1,3,3,3
TRAWDOU128F146D770,2,3,1,1,3,2
TRAWDWZ128F9340E55,1,2,1,1,3,3
TRAWEDC128F14A2EBA,2,2,1,3,1,2
TRAWEFD12903CBADE8,1,2,1,3,1,2
TRAWEIX128F14B0F05,1,2,1,2,3,2
TRAWEQF128F42591E9,1,1,1,2,3,2
TRAWEST128F4242614,2,3,3,3,3,2
TRAWFCM12903CBE6FA,1,2,2,1,3,2
TRAWFGF128E0792FE0,3,2,2,2,2,3
TRAWFYX12903CA4766,1,3,1,1,1,2
TRAWFZB128F92FFB99,1,3,1,3,3,2
TRAWGKB128F4268327,3,1,2,2,1,3
TRAWGLP128F92DE5AD,2,2,3,3,2,1
TRAWGXD128F428A36B,2,3,1,2,1,2
TRAWGYK128F42B847B,2,2,3,2,2,1
TRAWHTB128F92FE5B8,2,3,3,3,3,2
TRAWHZK12903CB5A01,2,3,3,3,1,2
TRAWIGC128F4295A2F,1,2,1,3,1,3
TRAWIGT128F427448E,2,2,3,3,1,2
TRAWIJG128F42B502C,1,2,2,3,3,2
TRAWJPF128F42626DB,1,3,1,3,1,2
TRAWKPT128E0795428,1,2,1,3,2,2
TRAWKQB128F92EE55D,3,2,2,2,2,1
TRAWLGG128F42884CA,1,3,1,3,2,3
TRAWLYD128F42153D2,1,3,1,2,1,2
TRAWMBE128F423A76C,1,3,1,3,1,1
TRAWNDA128F9341C35,1,3,2,3,1,2
TRAWNOH128F4287513,1,2,1,2,2,3
TRAWNSM12903CA71FC,1,3,1,3,2,3
TRAWOBG128F93256C6,2,3,1,1,1,2
TRAWOCY128F145B051,2,2,1,3,1,2
TRAWODX128F42AC413,2,2,1,2,2,1
TRAWOHD128F148D176,1,2,2,2,2,3
TRAWOVS128F424DC49,3,3,1,2,2,3
TRAWPBO128F933D918,2,2,3,1,1,2
TRAWPFX128F92E58B5,1,2,1,2,2,2
TRAWPNC128F92EAA90,1,3,2,1,1,3
TRAWPXB12903CFA413,1,3,3,3,2,3
TRAWQSO128F424E2F9,1,3,1,3,1,2
TRAWRHQ128F1495E6B,2,3,1,3,2,3
TRAWRKQ128F429866C,1,2,2,1,1,2
TRAWRWK128F4260B37,1,2,1,2,1,1
TRAWSJK128F42767F2,1,2,3,3,1,3
TRAWSSL12903CC4734,2,2,3,3,2,2
TRAWSXV128F4273E35,1,2,1,3,1,1
TRAWSYF128F149431A,1,3,2,3,2,2
TRAWTGS128F14569A8,2,2,1,2,2,3
TRAWTHB12903CB6497,1,2,1,1,1,3
TRAWTKK128F92C25D0,2,2,1,3,1,3
TRAWTUG12903CB2DB8,3,2,2,2,1,3
TRAWTUV128F426DD46,2,2,1,3,1,3
TRAWUJY128F9342A56,2,3,1,1,3,2
TRAWULX128F4291255,3,2,1,2,2,3
TRAWUUP12903CEF2F9,1,3,1,3,1,2
TRAWVNL128F9327983,3,2,2,3,2,3
TRAWVWS128F42ADCD1,1,2,2,3,1,3
TRAWWHT128F426894E,1,3,2,3,2,3
TRAWWIK128E078D19C,2,3,3,3,1,1
TRAWWQM128F148C796,1,3,2,3,1,2
TRAWXYD128F4255FBD,1,2,2,1,1,3
TRAWYDB12903CC4519,1,3,1,3,1,2
TRAWYNV128F92F5E7E,3,2,2,3,1,2
TRAWYTV128F429DEE8,1,2,3,2,2,3
TRAWZLK128F930EC02,1,2,2,3,2,3
TRAWZRG128F1489B24,2,3,1,1,3,2
TRAXAHC128F421D3C3,1,2,1,2,1,3
TRAXALK128F1462FF7,2,2,1,3,1,3
TRAXAMO128F4289D24,2,3,1,1,1,3
TRAXAZZ128F4255FAF,1,3,2,1,3,3
TRAXBUJ128F4247432,1,2,2,3,1,3
TRAXBVE128F932BD11,2,2,3,1,3,2
TRAXCZO12903CB819D,1,3,1,3,2,2
TRAXDAH128F422BBFC,1,3,1,3,3,2
TRAXDBM128E0785BD8,1,2,1,3,2,3
TRAXDML128E079159C,1,2,2,3,3,3
TRAXDNU128F9341CDE,2,2,3,3,2,2
TRAXDRW128F428A030,2,3,3,3,3,2
TRAXEHW128F423E590,2,3,3,3,3,2
TRAXGVY128F933E9C9,1,2,1,3,2,3
TRAXHQZ128F4278712,2,3,1,3,1,2
TRAXIES128F426C8F0,2,3,3,3,2,2
TRAXIYW12903CB4343,1,3,1,1,3,2
TRAXJBW128E0788652,1,2,1,3,1,2
TRAXJGG128EF3686D7,2,3,3,2,2,3
TRAXJHG128F427EA02,1,2,1,1,2,2
TRAXJIS12903CCAF92,2,2,3,1,2,2
TRAXJOA128F93474E8,2,2,1,3,2,3
TRAXJVO128F42AC534,2,3,1,3,2,3
TRAXLIU128E07860D4,1,2,1,2,3,3
TRAXLLN128F428B982,1,3,1,3,3,2
TRAXLPR128F428E466,1,2,1,2,2,1
TRAXLYT128F9348137,2,2,3,3,3,3
TRAXMWV128F14612AB,1,2,1,3,1,2
TRAXOQD12903CDD59D,2,3,3,1,3,2
