"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"X2940","ninguém","0","0","0","0","0","0","0","0.000183540121870641","0","0","0","0","0","0","0","0","0","0","0","0"
"X2941","niño","0","0","0","0","0","0","0","0.000146832097496513","0","0","0","0","0","0","0","0","0","0","0","0"
"X2942","no","0.00471522521404641","0.00577072466984796","0.00489257604764944","0.00508905852417303","0.00487686913062754","0.00475285171102662","0.0086202857812134","0.0291094633286837","0.00641535443507767","0.000611246943765281","0.0046285400486389","0.00075723156141148","0.00438404208680403","0.00438270073596295","0.00472186681289222","0.00591917813716441","0.00414617291980001","0.00821991645330818","0.00305304668617224","0.00723283575527074"
"X2943","nobodi","0.000310212185134632","0.000332926423260459","0.000584981918740693","0.000450929236319129","0.000644875256942485","0.000570342205323194","0.0003747950339658","0","0.000424155665129102","0","5.22998875552418e-05","0","4.8711578742267e-05","0.000165384933432564","6.09273137147383e-05","0.000481560255226935","0.000433586710567321","0.000673763643713785","0.00012721027859051","0.00107723085716798"
"X2944","noch","0","0","0","0","0","0","0","0.00209235738932531","0","0.00476772616136919","7.84498313328626e-05","0","0","0","0","0","0","0","0","0"
"X2945","noel","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
"X2946","nog","0","0","0","0","0","0","0","0","0","0.000122249388753056","0","0","0","0","0","0","0","0","0","0"
"X2947","noi","0","0","0","0","0","0","0","0","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X2948","noir","0","0","0","0","0","0","0","0","0","0","0","0.000908677873693776","0","0","0","0","0","0","0","0"
"X2949","nois","0","0","0.000319081046585833","3.22092311656521e-05","0","0.000190114068441065","4.6849379245725e-05","0","0","0","0.000183049606443346","0","0","0.000165384933432564","6.09273137147383e-05","0","6.77479235261439e-05","6.73763643713785e-05","9.54077089428826e-05","2.19843032075098e-05"
"X2950","noit","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X2951","nom","0","0","0","0","0","0","0","0","0","0","0","0.000530062092988036","0","0","0","0","0","0","0","0"
"X2952","nombr","0","0.000110975474420153","0","0","0","0","0","0.000367080243741282","0","0","0","0","0","0","0","0","0","0","0","0"
"X2953","nome","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X2954","non","0","0.00110975474420153","0","0","0","0","0","0","0","0","0","0.00166590943510526","0","0","0","0","5.41983388209151e-05","0","0","0"
"X2955","none","3.10212185134632e-05","0.000110975474420153","0.000159540523292916","6.44184623313041e-05","0.000120914110676716","0.000190114068441065","9.369875849145e-05","0","0","0","5.22998875552418e-05","0","0","0","3.04636568573692e-05","0.000100325053172278","0.000176144601167974","0.000202129093114136","3.18025696476275e-05","0"
"X2956","nooit","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X2957","noon","0.000124084874053853","0.000221950948840306","0.000106360348861944","0","0.000120914110676716","0","0","0","0.000106038916282276","0","2.61499437776209e-05","0","4.8711578742267e-05","0","3.04636568573692e-05","6.01950319033669e-05","0","0","0","0"
"X2958","noos","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","1.35495847052288e-05","0","3.18025696476275e-05","0"
"X2959","nor","3.10212185134632e-05","0","0","0.000193255386993912","0","0","0.000140548137737175","0","5.30194581411378e-05","0","7.84498313328626e-05","0","0","0","0","0","8.12975082313727e-05","0","0","2.19843032075098e-05"
"X2960","normal","3.10212185134632e-05","0","0","0","0","6.33713561470215e-05","0","7.34160487482564e-05","0","0","0","0.000227169468423444","0","0","0","0","1.35495847052288e-05","0","3.18025696476275e-05","0.000109921516037549"
"X2961","north","3.10212185134632e-05","0","0.000106360348861944","3.22092311656521e-05","0","6.33713561470215e-05","0","0","0","0","0.000104599775110484","0","4.8711578742267e-05","0","0","0","0.000162595016462745","0","0","0"
"X2962","northern","0","0","5.31801744309721e-05","0","0","0","0","0","5.30194581411378e-05","0","5.22998875552418e-05","0","4.8711578742267e-05","8.26924667162821e-05","0","0","0","0","3.18025696476275e-05","0"
"X2963","nos","0","0","0","0","0","0","0","0.00183540121870641","0","0","0","0.00249886415265788","0","0","0","0","1.35495847052288e-05","0","0","0"
"X2964","nós","0","0","0","0","0","0","0","0.000146832097496513","0","0","0","0","0","0","0","0","0","0","0","0"
"X2965","nose","3.10212185134632e-05","0","0","0","8.06094071178107e-05","0","9.369875849145e-05","0","5.30194581411378e-05","0","2.61499437776209e-05","0","0","8.26924667162821e-05","3.04636568573692e-05","2.00650106344556e-05","5.41983388209151e-05","0","0.000159012848238138","2.19843032075098e-05"
"X2966","nosotro","0","0","0","0","0","0","0","0.000293664194993025","0","0","0","0","0","0","0","0","0","6.73763643713785e-05","0","0"
"X2967","nossa","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X2968","nosso","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X2969","not","0.0149212061049758","0.00654755299078904","0.0168581152946182","0.013141366315586","0.0259965337954939","0.0164765525982256","0.0217381119700164","7.34160487482564e-05","0.0120354169980383","0.000733496332518337","0.00692973510106953","0.000454338936846888","0.0110575283744946","0.0146365666087819","0.0205934320355815","0.013122516954934","0.015161985285151","0.0175178547365584","0.00861849637450706","0.0314155692835316"
"X2970","note","6.20424370269264e-05","0","5.31801744309721e-05","6.44184623313041e-05","4.03047035589053e-05","0","4.6849379245725e-05","0","0.000106038916282276","0","0.000156899662665725","0","0","8.26924667162821e-05","0","0","5.41983388209151e-05","0.000134752728742757","3.18025696476275e-05","4.39686064150197e-05"
"X2971","noth","0.00142697605161931","0","0.00074452244203361","0.000611975392147389","0.00161218814235621","0.00101394169835234","0.001873975169829","0","0.000530194581411378","0","0.0011244475824377","7.5723156141148e-05","0.000925519996103074","0.000702885967088398","0.000609273137147383","0.00200650106344556","0.000284541278809804","0.0034361945829403","0.00111308993766696","0.00125310528282806"
"X2972","nothin","9.30636555403896e-05","0.000221950948840306","0.000265900872154861","0.000128836924662608","0","0.000253485424588086","0.00028109627547435","0","0.000424155665129102","0","0","0","0.000243557893711335","0.000124038700074423","0.000548345823432645","0.000160520085075645","0.000460685879977779","0.000134752728742757","3.18025696476275e-05","2.19843032075098e-05"
"X2973","notic","9.30636555403896e-05","0","0.000106360348861944","0","4.03047035589053e-05","0","0","0","0.000106038916282276","0","0","0","0","8.26924667162821e-05","3.04636568573692e-05","6.01950319033669e-05","1.35495847052288e-05","6.73763643713785e-05","6.36051392952551e-05","6.59529096225295e-05"
"X2974","notion","0","0","0","3.22092311656521e-05","4.03047035589053e-05","0","4.6849379245725e-05","0","0.000159058374423413","0","0","0","0","0","3.04636568573692e-05","0","0","0","0","2.19843032075098e-05"
"X2975","notr","0","0","0","0","0","0","0","0","0","0","0","0.000908677873693776","0","0","0","0","0","0","0","0"
"X2976","nott","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X2977","nous","0","0","0","0","0","0","0","0","0","0","0","0.00492200514917462","0","0","0","0","0","0","0","0"
"X2978","now","0.00518054349174836","0.00277438686050383","0.00409487343118485","0.00276999388024608","0.0045544315021563","0.00291508238276299","0.00838603888498477","0.000110124073122385","0.00450665394199671","0.00171149144254279","0.00337334274731309","0","0.00297140630327829","0.00541635656991648","0.00356424785231219","0.0037521569886432","0.00334674742219151","0.00175178547365584","0.00330746724335326","0.00556202871149999"
"X2979","nowher","0.000279190966621169","0.000221950948840306","0","0","0.000161218814235621","0","4.6849379245725e-05","0","0","0","0.000104599775110484","0","9.74231574845341e-05","0.000165384933432564","3.04636568573692e-05","0.000280910148882379","6.77479235261439e-05","0.000336881821856893","0.000159012848238138","4.39686064150197e-05"
"X2980","nu","0","0","0","0","0","0","0","0","0","0.00158924205378973","0","0.000227169468423444","0","0","0","0","0","0","0","0"
"X2981","nube","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X2982","nuclear","0","0.000110975474420153","0","0","4.03047035589053e-05","0","0","0","0","0","5.22998875552418e-05","0","0.000146134736226801","0","0","0","1.35495847052288e-05","0","0","0"
"X2983","nuestra","0","0","0","0","0","0","0","0.000513912341237795","0","0","0","0","0","0","0","0","0","0","0","2.19843032075098e-05"
"X2984","nuestro","0","0.000110975474420153","0","0","0","0","0","0.00113794875559797","0","0","0","0","0","0","0","0","0","0","0","0"
"X2985","nueva","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X2986","nuevo","0","0","0","0","0","0","0","0.00080757653623082","0","0","0","0","0","0","0","0","0","0","0","0"
"X2987","nuh","0","0","0.00138268453520528","0","0","0","0","0","0","0","0","0","0","0.000124038700074423","0","0","6.77479235261439e-05","0","0","0"
"X2988","nuit","0","0","0","0","0","0","0","0","0","0.000122249388753056","5.22998875552418e-05","0.00106012418597607","0","0","0","0","0","0","0","0"
"X2989","num","0","0","0","0","0","0","0","0.000146832097496513","0","0","0","0","0","0","0","0","0","0","0","0"
"X2990","numb","9.30636555403896e-05","0","0.000584981918740693","0.000225464618159565","4.03047035589053e-05","0","0.0001873975169829","0","0","0","0.000156899662665725","0","0","0","0","0","2.70991694104576e-05","0","0","0"
"X2991","number","0.000248169748107706","0.00122073021862168","5.31801744309721e-05","0.000128836924662608","0.000241828221353432","0.000126742712294043","9.369875849145e-05","3.67080243741282e-05","0.000371136206987965","0","0.000130749718888104","0","0","4.13462333581411e-05","6.09273137147383e-05","8.02600425378225e-05","0.000121946262347059","0.000134752728742757","0","0.000131905819245059"
"X2992","nun","0","0","0","0","0","0","0","0","0.000106038916282276","0.000733496332518337","2.61499437776209e-05","0.00113584734211722","0","0","0","0","1.35495847052288e-05","0","0","0"
"X2993","nunca","0","0","0","0","0","0","0","0.00392775860803172","0","0","0","0","0","0","0","0","0","0","0","0"
"X2994","nur","0","0","0","0","0","0","0","0","0","0.00550122249388753","2.61499437776209e-05","0","0","0","0","0","0","0","0","0"
"X2995","nurs","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","0","0","0","0","0","2.00650106344556e-05","0","0","0","0"
"X2996","nut","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000203243770578432","0","0","0"
"X2997","ny","0","0","0","0","0","0","0","0","0","0","0","0.00151446312282296","0","0","0","0","1.35495847052288e-05","0","0","0"
"X2998","nyt","0","0","0","0","0","0","0","0","0","0","0","0.00037861578070574","0","0","0","0","0","0","0","0"
"X2999","o","6.20424370269264e-05","0.000110975474420153","0.000531801744309721","0.000289883080490869","0","0","0.000140548137737175","0.00458850304676602","0.000106038916282276","0","0.000235349493998588","0.00166590943510526","0.000243557893711335","0.000165384933432564","6.09273137147383e-05","0.000341105180785746","0.000149045431757517","0.000134752728742757","0.00025442055718102","2.19843032075098e-05"
"X3000","ô","0","0","0","0","0","0","0","0","0","0","0","0.000151446312282296","0","0","0","0","0","0","0","0"
"X3001","ob","0","0","0","0","0","0","0","0","0","0.00146699266503667","0","0","0","0","0","0","0","0","0","0"
"X3002","obey","3.10212185134632e-05","0","0","9.66276934969562e-05","0","0","0","0","0.000424155665129102","0","7.84498313328626e-05","0","0","0","3.04636568573692e-05","0","0","0","3.18025696476275e-05","8.79372128300394e-05"
"X3003","object","0","0.000110975474420153","0","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","6.77479235261439e-05","0","0","0.000175874425660079"
"X3004","oblivion","0","0","0","0","0","0","0","0","0","0","0.000183049606443346","0","0","0","0","0","0","0","3.18025696476275e-05","0"
"X3005","obscen","0","0","5.31801744309721e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.73763643713785e-05","0","0"
"X3006","obscur","0","0","0","0","0","0","0","0","0","0","0.000130749718888104","0.000151446312282296","0","0","0","0","0","0","0","0"
"X3007","observ","0","0","0","0","0","0","0","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","0","0","0","0","0","0","0"
"X3008","obsess","3.10212185134632e-05","0.000443901897680613","5.31801744309721e-05","9.66276934969562e-05","0","0","0","0","0","0","2.61499437776209e-05","0","0","4.13462333581411e-05","3.04636568573692e-05","2.00650106344556e-05","0","0","0","4.39686064150197e-05"
"X3009","obvious","0","0","0","0.00016104615582826","0","6.33713561470215e-05","0.0001873975169829","0","0","0","2.61499437776209e-05","0","0","0.000124038700074423","0","2.00650106344556e-05","2.70991694104576e-05","0","0","0"
"X3010","occhi","0","0.000110975474420153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3011","ocean","0","0.000221950948840306","0","9.66276934969562e-05","0","0","0","0","0.000106038916282276","0.000122249388753056","0.00028764938155383","0","0.000194846314969068","8.26924667162821e-05","0.000152318284286846","0.000341105180785746","4.06487541156864e-05","0","0.00025442055718102","0"
"X3012","och","0","0","0","0","0","0","0","0","0","0.00256723716381418","5.22998875552418e-05","0","0","0","0","0","0","0","0","0"
"X3013","oclock","0","0.000110975474420153","5.31801744309721e-05","3.22092311656521e-05","0","0.000126742712294043","0","0","0","0","2.61499437776209e-05","7.5723156141148e-05","0.000194846314969068","0","3.04636568573692e-05","0","5.41983388209151e-05","6.73763643713785e-05","0","2.19843032075098e-05"
"X3014","od","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3015","odd","6.20424370269264e-05","0","0","0","0","0","0","0","0","0","0","0","0","0.000124038700074423","0","0","2.70991694104576e-05","0","0","2.19843032075098e-05"
"X3016","oder","0","0","0","0","0","0","0","0","0","0.00171149144254279","0","0","0","0","0","0","0","0","0","0"
"X3017","odio","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3018","oer","0","0","0.000212720697723889","0","0","0","0","0","0.000106038916282276","0","0","0","0","0","0","0","0","0","0.00012721027859051","0"
"X3019","of","0.00936840799106589","0.0117634002885362","0.0127100616890023","0.0136567140142365","0.00850429245092902","0.00811153358681876","0.00965097212461935","0.000220248146244769","0.0141561953236838","0.000122249388753056","0.0302031850631521","0.000302892624564592","0.0118856252131132","0.00988174977259572","0.00508743069518065","0.00906938480677395","0.00861753587252551","0.00956744374073575","0.01059025569266","0.00795831776111856"
"X3020","off","0.000496339496215411","0.000998779269781378","0.00101042331418847","0.000676393854478694","0.000241828221353432","0.00164765525982256","0.0014991801358632","0","0.000795291872117067","0","0.000366099212886692","0","0.000876808417360807","0.000620193500372116","0.00103576433315055","0.000220715116979012","0.00216793355283661","0.00303193639671203","0.000477038544714413","0.000857387825092884"
"X3021","offer","3.10212185134632e-05","0","0.000106360348861944","3.22092311656521e-05","4.03047035589053e-05","0","0","0","0.000106038916282276","0","0.000261499437776209","0","0","4.13462333581411e-05","3.04636568573692e-05","4.01300212689113e-05","6.77479235261439e-05","0","6.36051392952551e-05","0"
"X3022","offic","0","0.000110975474420153","0","0","0.000161218814235621","0.000126742712294043","0","0","0","0","0","0","0","0","0","2.00650106344556e-05","6.77479235261439e-05","0","0","0"
"X3023","oft","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3024","often","9.30636555403896e-05","0","0.000106360348861944","0.00016104615582826","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0.000140455074441189","0.000121946262347059","0","6.36051392952551e-05","0"
"X3025","og","0","0","0","0","0","0","0","0","0","0.000488997555012225","0","0","0","0","0","0","6.77479235261439e-05","0","0","0"
"X3026","ogni","0","0.000665852846520919","0","0","0","0","0","0","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X3027","oh","0.0032882491624271","0.00344023970702475","0.00382897255902999","0.00254452926208651","0.00362742332030148","0.00209125475285171","0.00763644881705317","0.00253285368181484","0.00784687980488839","0.00146699266503667","0.0018827959519887","0.00151446312282296","0.00618637050026791","0.00930290250558174","0.00502650338146591","0.00341105180785746","0.00154465265639608","0.00700714189462337","0.00289403383793411","0.00320970826829644"
"X3028","ohh","9.30636555403896e-05","0","0.000106360348861944","3.22092311656521e-05","0.00197493047438636","0.000253485424588086","0.000140548137737175","0.000146832097496513","0","0.000611246943765281","0","0","0","0.000124038700074423","0.000152318284286846","0.000120390063806734","0.000203243770578432","0.000673763643713785","3.18025696476275e-05","2.19843032075098e-05"
"X3029","ohhh","3.10212185134632e-05","0","0","0","0","0","0","0.000293664194993025","5.30194581411378e-05","0","5.22998875552418e-05","0","0","0","0","2.00650106344556e-05","6.77479235261439e-05","0","0","0"
"X3030","ohhhh","0","0","0","0","4.03047035589053e-05","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","2.00650106344556e-05","0","0","3.18025696476275e-05","0"
"X3031","ohn","0","0","0","0","0","0","0","0","0","0.000488997555012225","0","0","0","0","0","0","0","0","0","0"
"X3032","ohoh","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000661539733730257","0","0","2.70991694104576e-05","0","0","0"
"X3033","oi","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0.00175361683472161","0","0","0","0","0","0","0"
"X3034","oil","0","0","0","0","0","0.000190114068441065","0","0","0","0","0.000104599775110484","0","0.000243557893711335","0","3.04636568573692e-05","0","2.70991694104576e-05","0","0","0"
"X3035","ojo","0","0","0","0","0","0","0","0.00238602158431833","0","0","0","0","0","0","0","0","0","0","0","0"
"X3036","ok","0.000124084874053853","0","5.31801744309721e-05","3.22092311656521e-05","0.000201523517794527","6.33713561470215e-05","0","7.34160487482564e-05","0","0","0","0","4.8711578742267e-05","8.26924667162821e-05","0.000152318284286846","0.000120390063806734","8.12975082313727e-05","0","3.18025696476275e-05","0.000131905819245059"
"X3037","okay","0.000217148529594242","0","0.000159540523292916","9.66276934969562e-05","0.000201523517794527","0.000316856780735108","0.000140548137737175","0","0.000371136206987965","0","0","0","4.8711578742267e-05","0","0","4.01300212689113e-05","8.12975082313727e-05","0.00154965638054171","0.000318025696476275","4.39686064150197e-05"
"X3038","ol","0","0","0.000319081046585833","0","0","0","0","0","0","0","0","0","0.000243557893711335","0","0","2.00650106344556e-05","5.41983388209151e-05","0","6.36051392952551e-05","0"
"X3039","old","0.000744509244323117","0.000332926423260459","0.00202084662837694","0.000805230779141302","0.000322437628471243","0.00133079847908745","0.0005621925509487","0","0.000424155665129102","0","0.000444549044219555","0","0.0044327536655463","0.000909617133879104","0.000335100225431061","0.000501625265861391","0.000420037125862092","0.00047163455059965","0.000349828266123903","0.000263811638490118"
"X3040","older","0.000372254622161559","0","5.31801744309721e-05","0","0","6.33713561470215e-05","0","0","5.30194581411378e-05","0","0","0","4.8711578742267e-05","0","0","2.00650106344556e-05","8.12975082313727e-05","0","0","0"
"X3041","ole","9.30636555403896e-05","0","0.000106360348861944","0","0","0","0","0.000110124073122385","5.30194581411378e-05","0","0","0","0","0","0","0","1.35495847052288e-05","0","3.18025696476275e-05","0"
"X3042","olen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3043","olhar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3044","olho","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X3045","oli","0","0","0","0","0","0","0","0","0","0","0","0.000302892624564592","0","0","0","0","0","0","0","0"
"X3046","olla","0","0","0","0","0","0","0","0","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X3047","olvid","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X3048","olvida","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X3049","olvidar","0","0","0","0","0","0","0","0.000770868511856692","0","0","0","0","0","0","0","0","0","0","0","0"
"X3050","olvidart","0","0","0","0","0","0","0","0.000293664194993025","0","0","0","0","0","0","0","0","0","0","0","0"
"X3051","olvido","0","0","0","0","0","0","0","0.000513912341237795","0","0","0","0","0","0","0","0","0","0","0","0"
"X3052","om","0","0","0","0","0","0","0","0","0","0.00146699266503667","0","0","0","0","0","0","0","0.000202129093114136","0","0"
"X3053","on","0.0069177317285023","0.0133170569304184","0.00829610721123165","0.00930846780687345","0.0068517996050139","0.0173637515842839","0.00726165378308737","0.000880992584979076","0.0104448332538041","0.000122249388753056","0.00687743521351429","0.0104497955474784","0.00910906522480394","0.00967501860580501","0.00849936026320599","0.00628034832858461","0.00987764725011178","0.0119929928581054","0.0113217147945554","0.00573790313716007"
"X3054","onc","0.000310212185134632","0.000221950948840306","0.000478621569878749","0.000450929236319129","0.000282132924912337","6.33713561470215e-05","0.0005621925509487","0","0.000212077832564551","0","0.000915248032216731","0","0.000243557893711335","0.000165384933432564","0.000182781941144215","0.000662145350937036","0.000325190032925491","6.73763643713785e-05","0.00111308993766696","0.000373733154527667"
"X3055","ond","0","0","0","0","0","0","0","0.000183540121870641","0","0","0","0","0","0","0","0","0","0","0","0"
"X3056","one","0.00325722794391364","0.00921096437687271","0.00303126994256541","0.00438045543852868","0.00189432106726855","0.00259822560202788","0.00332630592644647","7.34160487482564e-05","0.0039234399024442","0","0.0046285400486389","7.5723156141148e-05","0.00360465682692776","0.003225006201935","0.001980137695729","0.00670171355190818","0.00275056569516144","0.00761352917396577","0.00213077216639104","0.00239628904961857"
"X3057","onli","0.00136493361459238","0.00244146043724337","0.000638162093171666","0.00209360002576738","0.000725484664060296","0.00152091254752852","0.0014991801358632","0","0.001537564286093","0","0.00138594702021391","0.000227169468423444","0.00102294315358761","0.00194327296783263","0.000700664107719491","0.0046149524459248","0.000718127989377126","0.00235817275299825","0.00133570792520036","0.00116516806999802"
"X3058","ont","0","0","0","0","0","0","0","0","0","0","0","0.00075723156141148","0","0","0","0","0","0","0","0"
"X3059","onto","0","0","0","6.44184623313041e-05","8.06094071178107e-05","0","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","0","6.09273137147383e-05","2.00650106344556e-05","1.35495847052288e-05","0","3.18025696476275e-05","0"
"X3060","oo","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","0","0","0","0","0.000609273137147383","0.000100325053172278","0","0","0","2.19843032075098e-05"
"X3061","ooh","9.30636555403896e-05","0.000665852846520919","0.000159540523292916","0.00016104615582826","0.000483656442706864","0.00139416983523447","0.000327945654720075","0.000770868511856692","0.000106038916282276","0","0.000104599775110484","0","4.8711578742267e-05","0.00111634830066981","0.00210199232315847","0.000481560255226935","0.00010839667764183","0.00336881821856893","0.000445235975066785","0.000461670367357707"
"X3062","oon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.00650106344556e-05","0","0","0","0"
"X3063","ooo","0.000186127311080779","0.000776828320941072","0","9.66276934969562e-05","0","6.33713561470215e-05","0.000140548137737175","0","0.000106038916282276","0","0","0","0.000194846314969068","4.13462333581411e-05","0.000182781941144215","2.00650106344556e-05","0","0","0","0"
"X3064","oooh","0","0","5.31801744309721e-05","6.44184623313041e-05","4.03047035589053e-05","0.000190114068441065","0","0","0","0","0","0","0","0","0","0","2.70991694104576e-05","0","0","8.79372128300394e-05"
"X3065","oooo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.00650106344556e-05","0","0","0","0"
"X3066","ooooh","0","0","0","0","0","0","4.6849379245725e-05","3.67080243741282e-05","0","0","0.000104599775110484","0","0","0","0","0","1.35495847052288e-05","0","0","0.000109921516037549"
"X3067","op","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.04636568573692e-05","0","0","0","0","0"
"X3068","open","0.000186127311080779","0.000221950948840306","0.000319081046585833","0.000354301542822173","0.000241828221353432","0.000126742712294043","0.000515343171702975","0","0.000318116748846827","0","0.000915248032216731","0","0.000292269472453602","0.000165384933432564","0.000213245598001584","0.00032104017015129","0.000365838787041177","0.000202129093114136","0.00108128736801934","0.000351748851320157"
"X3069","oper","0","0","0.00074452244203361","0","0","6.33713561470215e-05","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","4.13462333581411e-05","0","0","5.41983388209151e-05","0","0","0"
"X3070","opinion","0","0","0.000106360348861944","0","4.03047035589053e-05","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","2.70991694104576e-05","6.73763643713785e-05","0","0"
"X3071","opportun","0","0","0","6.44184623313041e-05","0","0","0","0","0","0","0","0","0","0","0","2.00650106344556e-05","1.35495847052288e-05","0","0","0"
"X3072","opposit","0","0","0","0","4.03047035589053e-05","6.33713561470215e-05","0","0","0","0","0","0","0","0","0","0","8.12975082313727e-05","0","0","0"
"X3073","oppress","0","0","0","0","0","0","0","0","0","0","0.000104599775110484","0","0","0","0","0","0","0","0","0.000219843032075098"
"X3074","or","0.00164412458121355","0.00299633780934414","0.00106360348861944","0.00128836924662608","0.00205553988150417","0.00120405576679341","0.00126493323963457","0","0.00143152536981072","0","0.00135979707643629","0.000302892624564592","0.00126650104729894","0.00136442570081866","0.00188874672515689","0.00166539588265982","0.00227633023047844","0.0018865382023986","0.00168553619132426","0.00173675995339328"
"X3075","ora","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","0","7.5723156141148e-05","0","0","0","0","0","0","0","0"
"X3076","orang","0","0","0","0","0","0","0","0","0","0","0","0","4.8711578742267e-05","4.13462333581411e-05","0","0","2.70991694104576e-05","0","0","0"
"X3077","order","3.10212185134632e-05","0","0","3.22092311656521e-05","0.000161218814235621","0","4.6849379245725e-05","0","5.30194581411378e-05","0","0.000130749718888104","0","9.74231574845341e-05","0","0","0","5.41983388209151e-05","0.000269505457485514","0","0"
"X3078","ordinari","0.000310212185134632","0","0","6.44184623313041e-05","0.000443351739147959","0","0","0","5.30194581411378e-05","0","0","0","4.8711578742267e-05","0","0","0.000361170191420201","1.35495847052288e-05","6.73763643713785e-05","0","0.000131905819245059"
"X3079","organ","3.10212185134632e-05","0","0","3.22092311656521e-05","4.03047035589053e-05","0","0","0","5.30194581411378e-05","0","0","0","4.8711578742267e-05","0","0","0","4.06487541156864e-05","0","0","0"
"X3080","origin","6.20424370269264e-05","0","0.000106360348861944","0.000257673849325217","0","0","9.369875849145e-05","0","5.30194581411378e-05","0","2.61499437776209e-05","0","0","0","3.04636568573692e-05","0","0.000149045431757517","0","0","2.19843032075098e-05"
"X3081","orlean","0","0.000110975474420153","0","0","0","0","4.6849379245725e-05","0.000110124073122385","0","0","0","0","0","0","0.000121854627429477","0","1.35495847052288e-05","6.73763643713785e-05","0","2.19843032075098e-05"
"X3082","ormai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3083","os","0","0","0","0","0","0","0","0.00040378826811541","0","0","0","0.000151446312282296","0","0","0","0","0","0","0","0"
"X3084","oscuridad","0","0","0","0","0","0","0","0.000183540121870641","0","0","0","0","0","0","0","0","0","0","0","0"
"X3085","oss","0","0","0","0","0","0","0","0","0","0.000244498777506112","0","0","0","0","0","0","0","0","0","0"
"X3086","other","0.000496339496215411","0.000554877372100766","0.000319081046585833","0.000354301542822173","0.000967312885413728","0.000570342205323194","0.000515343171702975","0","0.000265097290705689","0","0.000575298763107659","0.000227169468423444","0.000535827366164937","0.000578847267013975","0.000304636568573692","0.001585135840122","0.000406487541156864","0.00047163455059965","0.00104948479837171","0.000461670367357707"
"X3087","otra","0","0","0","0","0","0","0","0.00176198516995815","0","0","0","0","0","0","0","0","0","0","0","0"
"X3088","otro","0","0","0","0","0","0","0","0.0011746567799721","0","0","0","0","0","0","0","0","0","0","0","0"
"X3089","ou","0","0","0","0","0","0","0","0.000146832097496513","0","0","0","0.0036347114947751","0","0","0","2.00650106344556e-05","0","0","3.18025696476275e-05","0"
